Source	ItemID	kText	cText
string	$499	@고객은 회사에서 제공하는 서비스를 서비스의 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다. -다른 고객을 희롱하거나, 위협하거나, 특정 고객에게 지속적으로 고통을 주거나, 불편을 주는 행위. <리니지 약관 고객의 의무중> 위의 고객 약관에 의거하여 고객의 계정은 사용이 중단되었습니다. 게임의 진행을 방해하는 것은 특정 고객에게 불편을 주는 행위이고 운영의 업무에 많은 장애를 주게 됩니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	@ 使用者除了由公司提供的以服務為目的的用途之外不可以做如下的行為。- 欺負或威脅其他使用者，持續給予特定玩家痛苦和給予特定玩困擾的行為。< 天堂使用者同意書的義務中> 根據天堂同意書，被停用使用者的帳號。在遊戲裡的欺騙行為屬於持續給予特定玩家痛苦的行為，此行為就是妨礙進行正常遊戲的行為。 請以電子郵件詢問負責伺服器GM。
string	$500	@고객은 회사에서 제공하는 서비스를 서비스의 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다. -다른 고객을 희롱하거나, 위협하거나, 특정 고객에게 지속적으로 고통을 주거나, 불편을 주는 행위. <리니지 약관 고객의 의무중> 위의 고객 약관에 의거하여 고객의 계정은 사용이 중단되었습니다. 게임내의 채팅창은 혼자만의 것이 아닌 모든 고객들이 공유하는 것입니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	@使用者除了由公司提供的以服務為目的的用途之外不可以做如下的行為。- 欺負或威脅其他使用者，持續給予特定玩家痛苦和給予特定玩困擾的行為。<天堂使用者同意書的義務中> 根據天堂同意書，被停用使用者的帳號。在遊戲裡的聊天視窗不是一個人使用的區域，而是與所有玩家一同分享的區域。請以電子郵件詢問負責伺服器GM。
string	$501	@고객은 회사에서 제공하는 서비스를 서비스의 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다. -회사로부터 특별한 권리를 부여 받지 않는 한, 리니지 클라이언트 프로그램을 변경하거나 리니지 서버를 계정도용 하거나 웹사이트의 일부분을 임의로 변경하는 행위 <리니지 약관 고객의 의무중> 위의 고객 약관에 의거하여 고객의 계정은 사용이 중단되었습니다. 불법 프로그램을 사용하거나 리니지 클라이언트를 변경하는 경우는 리니지 서비스에 심각한 영향을 줄 수 있습니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	由於您多次嘗試以錯誤密碼登入，為確保您的帳號使用安全，系統暫時鎖定您的帳號2小時，請您務必確認帳號密碼是否正確。
string	$502	고객의 계정은 고객의 요청에 의해서 사용이 중단되었습니다. 계정을 다시 사용하시기 위해서는 본인을 증명할수 있는 주민등록 등본을 Fax(02-556-6206) 로 보내주시기 바랍니다. Fax 를 보내실때는 계정과 사연도 간단하게 적어서 같이 보내주시기 바랍니다.	您無法順利登入，可能原因如下：		1.包月區間到期，帳號內剩餘點數不足以繼續包月；欲繼續包月請儲值足夠的包月點數，或至GASH會員中心變更計費方式為計時制，即可順利進行遊戲。	2.[橘子加碼鎖]為鎖定狀態，請重新設定並於解除鎖定區間內登入遊戲。	3.使用期間結束了。請在GASH會員中心延長使用時間。GASH會員中心http://tw.gashcard.gamania.com/index.asp
string	$503	고객의 계정은 신용카드 도용 신고로 인해서 사용이 중단되었습니다. 리니지 고객센터(1566-6600)로 문의해 보시기 바랍니다.	由信用卡盜用報警被停用使用者的帳號。請詢問天堂客服中心(0800031500)。
string	$504	고객의 계정은 휴대폰 결제 도용 신고로 인해서 사용이 중단되었습니다. 다날 고객센터(1566-3355)로 문의해 보시기 바랍니다. 그 밖의 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	由手機結帳盜用報警被停用使用者的帳號。請第二天詢問客服中心(0800031500)。請以電子郵件詢問其他詢問此項。
string	$505	현재 채팅 채널은 %d번입니다.	目前對話的頻道是 %d。
string	$506	그곳에 더 이상 물건을 내려놓을 수 없습니다.	在這無法再放置任何道具。
string	$507	\f1%0%d 현재 아이템을 거부하고 있습니다.	\f1%0%d 拒絕你的道具。
string	$508	받기	收到
string	$509	조용	安靜
string	$510	게임마스터의 중요한 공지 사항이 있을 예정입니다. 잠시 동안만 양해를 부탁드립니다.	管理者有非常重要的事項公告，請見諒。
string	$511	수배	通緝
string	$512	집의 이름은?	請輸入血盟小屋名稱?
string	$513	집 이름이 너무 깁니다.	血盟小屋名稱太長。
string	$514	집 이름이 잘못되었습니다.	血盟小屋名稱錯誤。
string	$515	그대의 혈맹이 소유한 집은 본 영주의 토지에 귀속되어 있으므로, 이를 이용하고자 한다면 본인에게 세금을 내야 할 것 이다.%n 따라서 그대는 세금 %0아데나를 %1월 %2일 %3시까지 하녀를 통해 본인에게 전달해 주기 바란다.%n%n	因您的血盟擁有的血盟小屋屬於本領主領土，因此若要使用此血盟小屋，必須繳稅金%n  請將稅金 %0金幣在 %1月 %2日 %3點之前透過女僕來繳納。%n%n
string	$516	그대는 그대의 집에 부과된 세금 %0아데나를 아직까지 내지 않고 있는 것으로 알고 있다. %n만약 %1월 %2일 %3시까지도 그대가 세금을 납부하지 않는다면 본인은 그대를 강제로 퇴거시킬 것이니 각별히 주의하도록 하라.%n%n	您尚未繳房子的稅金金幣 %0。 %n若在 %1月 %2日 %3點之內沒有繳稅金，將強制取回血盟小屋，所以請注意。%n%n
string	$517	그대는 그대의 집에 부과된 세금 %0아데나를 결국 내지 않았다. 경고한대로 그대의 집에 대한 소유권을 박탈하도록 하겠으니 본 영주의 명을 거역한 그대 자신을 원망할 지어다.%n%n	你既然沒有繳稅金 %0金幣。所以將回收你對血盟小屋的所有權，這是你自己抗拒本地領主的命令而造成的。%n%n
string	$518	이 명령은 혈맹 군주만이 이용할 수 있습니다.	血盟君主才可使用此命令。
string	$519	레벨 15 미만의 군주는 경매에 참여할 수 없습니다.	等級15以下的王族無法參與拍賣。
string	$520	이미 성을 소유하고 있습니다.	已經擁有城堡。
string	$521	이미 집을 소유하고 있습니다.	已經擁有血盟小屋。
string	$522	이미 공성전에 참여하셨습니다.	已經參與攻城戰。
string	$523	이미 다른 집 경매에 참여하셨습니다.	已經參與其他血盟小屋拍賣。
string	$524	축하합니다.%n귀하께서 참여하신 경매는 최종가격 %0아데나의 가격으로 낙찰되었습니다.%n이제 귀하가 구매하신 집으로 가서 여러 가지 시설을 이용하실 수 있습니다.%n감사합니다.%n%n	恭喜。%n你在拍賣會上以 %0金幣成交。%n現在去您的血盟小屋後，可利用多樣的設備。%n謝謝。%n%n
string	$525	귀하가 제시하신 금액보다 더 많은 금액을 제시하신 분이 나타나 안타깝게도 입찰에 실패하게 되었습니다.%n귀하가 경매를 위해 예치하셨던 %0아데나를 반환해 드립니다.%n감사합니다.%n%n	有人提出比您高的金額，因此無法給你購買權。%n因為您參與拍賣沒有得標，所以還給你 %0金幣。%n謝謝。%n%n
string	$526	귀하가 참여하신 경매에 성공하셨으나 현재 집을 소유할 수 없는 상태에 있습니다.따라서 부득이하게 귀하의 소유권을 박탈하니, 양해해 주시기 바랍니다.%n감사합니다.%n%n	您的血盟小屋拍賣成功，目前無法再擁有血盟小屋。因此不得不剝奪您的血盟小屋所有權，請見諒。%n謝謝%n%n
string	$527	귀하가 소유하고 있던 집이 최종가격 %1아데나에 낙찰되었습니다.%n수수료 10%%를 뺀 나머지 금액 %0아데나를 드리겠습니다.%n감사합니다.%n%n	以 %1金幣賣出您所擁有的房子。因此給您扣掉%n手續費 10%%的金額金幣 %0。%n謝謝。%n%n
string	$528	귀하께서 신청하신 경매는 경매 기간동안 제시하신 금액 이상으로 지불의사를 밝히신 분이 나타나지 않아 결국 취소되었습니다.%n따라서, 소유권이 귀하에게로 돌아갔음을 알려드립니다.%n감사합니다.%n%n	在拍賣期間並沒有出現提出適當價格的人，所以拍賣取消。%n因此所有權還在您那裡。%n謝謝。%n%n
string	$529	귀하께서 신청하신 경매는 경매 기간동안 제시하신 금액 이상으로 지불의사를 밝히신 분이 나타나지 않아 결국 취소되었습니다.%n하지만, 귀하께서는 현재 집을 소유할 수 없는 상태에 있기 때문에, 집의 소유권을 반환해 드릴수 없습니다.%n양해해 주시기 바랍니다.	在拍賣期間並沒有出現提出適當價格的人，所以拍賣取消。%n但是您目前處於無法擁有血盟小屋的狀態，因此無法還給你小屋的所有權。%n請見諒。
string	$530	먼저 세금을 내셔야 합니다.	必須先繳稅金。
string	$531	\f1현재 교환창에 있는 아이템의 무게가 상대방이 들 수 있는 한계를 초과했습니다. 그 아이템을 교환할 수 없습니다.	\f1交易的物品過重，你無法再放置任何物品。
string	$532	%s성의 아지트 목록입니다.	%s城堡血盟小屋目錄
string	$533	방금 확인하신 복권은 "꽝" 입니다.	你的彩卷並沒有中獎。
string	$534	방금 확인하신 복권은 "한장 더!" 입니다.	你的彩卷中了 "再來一次" !!
string	$535	500 아데나에 당첨되었습니다.	你中了500金幣!!
string	$536	5,000 아데나에 당첨되었습니다.	你中了5，000金幣!!!
string	$537	축하드립니다! 1,000,000 아데나에 당첨되셨습니다.	恭喜你!!!你中了1，000，000金幣!!!!!!!!
string	$538	\f1여기에서 탈출하는 것은 불가능합니다.	\f1你無法離開。
string	$539	\f1여기에는 설치할 수 없습니다.	\f1你無法將它放在這。
string	$540	요금은 %d아데나입니다.	費用為金幣 %d。
string	$541	제목:	題目:
string	$542	글쓴이:	作者:
string	$543	게시번호:	討論號碼:
string	$544	제목을 입력하세요.	請輸入題目。
string	$545	\f1여기에서 그것을 떼내는 것은 불가능합니다.	\f1你無法將它轉移。
string	$546	\f1당신의 파트너는 지금 게임을 플레이하고 있지 않습니다.	\f1你的情人目前不在線上。
string	$547	\f1당신의 파트너는 지금 당신이 갈 수 없는 곳에서 플레이를 하고 있습니다.	\f1你的情人在你無法傳送前往的地區。
string	$548	당신의 파트너가 지금 게임을 하고 있습니다.	你的情人目前正在線上。
string	$549	당신의 파트너가 방금 로그인을 하였습니다.	你的情人上線了!!
string	$550	계정 %0이 방금 IP %1 에서 로그인 하였습니다.	帳號 %0 正從 %1 登入。 
string	$551	당신의 PK 횟수가 %0이 되었습니다. 횟수가 %1이 되면 지옥에 가게 되니 주의하십시오.	你已經殺了 %0 人。 如果你PK的次數達到 %1， 你將會被打入地獄。
string	$552	당신의 PK 횟수가 %0이 되어 지옥에 보내졌습니다. 당신은 이곳에서 %1분간 죄를 뉘우쳐야만 합니다.	因為你已經殺了 %0 人所以被打入地獄。 你將在這裡停留 %1 分鐘。
string	$553	\f3NPC 서버가 다운되었습니다. 빨리 처리해주세요.	\f3NPC伺服器暫時關閉。 請等候重新啟動。
string	$554	\f3캐쉬 서버와의 접속이 끊어졌습니다. 빨리 처리해주세요.	 
string	$555	http://www.lineage.co.kr	http://www.lineage.com.tw
string	$556	account@ncsoft.co.kr	call_center@gamania.com
string	$557	피줄이기	殘暴
string	$558	이 서버에는 접속할 수 없습니다.	無法連接此伺服器。
string	$559	\f1아직 잘못을 씻기에 충분한 선행을 하지 않았습니다.	\f1您目前的條件不符合贖罪的資格，請再次確認您的PK次數、正義值及金幣是否符合。
string	$560	\f1아직 잘못을 씻는 행위를 할 필요가 없습니다.	\f1你目前PK的次數還不需要去減輕你的惡行。
string	$561	당신의 PK 횟수가 %0으로 줄어 들었습니다.	你的PK次數剩餘%0次。
string	$562	현재 PK 횟수는 %0 입니다.	你的PK次數為%0次。
string	$563	\f1여기에서는 사용할 수 없습니다.	\f1你無法在這個地方使用。
string	$564	\f1\f1고객님의 남은 시간은 %d분 입니다. 계속해서 게임을 하시려면 Logout 하신후 리니지 홈페이지에서 사용 기간을 연장해 주시기 바랍니다.	\f1你的帳號將在 %d 分鐘後被中止。 如果你想繼續遊戲， 請增加您的點數。
string	$565	시간이 초과되었습니다. 잠시 후 게임이 자동 종료되오니 안전한 장소에서 Logout 하여 주시기 바랍니다.	你的帳號被停用。
string	$566	\f1당신은 %0에게 팔 수 있는 아이템을 가지고 있지 않습니다.	\f1你沒有任何東西可以賣給%0。
string	$567	켜짐	開
string	$568	꺼짐	關
string	$569	3벌식	3-SET
string	$570	2벌식	2-SET
string	$571	넓게	寬
string	$572	좁게	窄
string	$573	가능	可使用
string	$574	불가능	無法使用
string	$575	체크할 혈맹 문장의 비트맵 파일 이름을 입력하십시오.	請輸入要測試的血盟徽章的檔名。
string	$576	혈맹 문장의 파일 이름을 입력하십시오.	請輸入血盟徽章的檔名。
string	$577	전쟁을 선포할 혈맹의 이름을 입력하십시오.	請輸入要宣戰的對象血盟名稱。
string	$578	항복할 혈맹의 이름을 입력하십시오.	請輸入要投降的血盟名稱。
string	$579	휴전할 혈맹의 이름을 입력하십시오.	請輸入要停戰的血盟名稱。
string	$580	동맹을 맺을 혈맹의 이름을 입력하십시오.	請輸入要同盟的血盟名稱。
string	$581	Double Click on the sword to create a new character	請選擇劍的圖案創立新的角色
string	$582	기억할 장소의 이름을 입력하십시오.	請輸入要標記(bookmark)的位置名稱。
string	$583	대화에 포함시킬 사람의 이름을 입력하십시오.	請輸入加入對話的人名。
string	$584	대화를 차단할 사람의 이름을 입력하십시오.	請輸入拒絕對話的人名。
string	$585	찾을 사람의 이름을 입력하십시오.	請輸入要搜尋的人名。
string	$586	호칭을 줄 사람의 이름과 호칭을 입력하십시오.	請輸入稱號和名稱。
string	$587	바꿀 언어를 입력하십시오.	請輸入要切換的語言。
string	$588	누구를 친구 목록에 추가하시겠습니까?	在好友清單上增加誰？
string	$589	누구를 친구 목록에서 지우시겠습니까?	在好友清單上刪除誰？
string	$590	Trade initiated. Waiting for the response.	已開始交易。請等待回應。
string	$591	\f1스크롤이 그런 강한 마법을 기록하기에는 너무나 약합니다.	這張卷軸太易碎所以無法紀錄魔法。
string	$592	\f1그 자리에 다른 사람이 서 있어서 부활을 시킬 수 없습니다.	復活失敗，因為這個位置已被佔據
string	$593	싻�퀸ㅡ곬빌? http://www.lineage.com.hk/  �	請瀏覽天堂網站 http://www.lineage.com.hk/  。
string	$594	center@mail.lineage.com.hk	center@ncgamania.com.hk
string	$595	�ず?셕���Ξ㏏����?쿱�으�싻╁‰-†♭†㏘†♪, OK좽��	你的時數卡已經用完，如想要繼續遊戲，請至各大便利商店購買。
string	$596	�ずPCⓒΞ┨IP??�싻╁ㅡ곬トㅱ�걷끝(852-28936288)멕격�	別的PC使用此IP位址。請至天堂客戶服務部(852-28936288)詢問。
string	$597	�ず"ㅡ곬"ㅻ??땀�㏏뎡����?쿱�?┨�으�싻╁"ㅡ곬"빌?ㅊずGD2S?�ㄴㅯ?�셕�?ㅞ쭌꼐�http://www.lineage.com.hk�	您的"天堂"月租時間已完結了。若想繼續進行此遊戲，請至"天堂"網站內的GD2S開卡中心作點數增值及轉移。http://www.lineage.com.hk。
string	$598	�ず"ㅡ곬"�으�많ㄷ넘��셕О %d ���ㄳ㎷길?�셕�┤㏏┱�┬�으ㄴ?�싻��셕�┤㏏��?�?�	您的"天堂"遊戲帳號之剩餘點數為 %d 點。若不希望因點數被扣完而造成遊戲中斷，請在點數被扣完前進行增值。
string	$599	?ㅍ�⅜⑥���빌몰?겝?�Ξㅡ곬ず??��ㄳ�빌?ⓒΞ�ず놜캔���?О�콜⒀��꼼347깡ず닦�������┳갠���?О� [ 15 ]ㅹㄷㅊ�?ㅍ�(852-28936288, center@mail.lineage.com.hk)?�돋メ먈컥���┳먈컥�?②갚Ξ�ず�많�����?ㅍ��돋�㏀?�?б빨ⁿ��ず놜캔ㅊ��	本公司受到貴下在網路咖啡廳利用天堂的時候故意不付網咖使用費的報警。如上行為則屬於刑法第347條的欺詐罪。若貴下沒有做過如上行為， [ 15 ]日之內與本公司(852-28936288， center@ncgamania.com.hk)　聯絡後解釋。若沒有解釋，立刻停用你的帳號。若貴下與本公司聯絡，我們隨時皆說明貴下的報警內容。
string	$600	http://www.lineage.com.hk/	http://www.lineage.com.hk/
string	$601	Ρ�Ξ��Ξ놜캔�갚ΞⓒΞぬず�많�싻멕격ㅡ곬ト�ㄴㅯ(852-28936288)�	由信用卡盜用報警被停用使用者的帳號。請詢問天堂客服中心(852-28936288)。
string	$602	Ρㅲ업뎡��Ξ놜캔�갚ΞⓒΞぬず�많�싻꼼�ㅡ멕격ト�ㄴㅯ(852-28936288)�싻����τ멕격ⓧ�멕격┨떫�	由手機結帳盜用報警被停用使用者的帳號。請第二天詢問客服中心(852-28936288)。請以電子郵件詢問其他詢問此項。
string	$603	온 몸에 숲의 활력이 가득차는 것을 느낍니다.	身體內深刻的感覺到充滿了森林的活力。
string	$604	레벨과 경험치(백분율)	等級 / 經驗值
string	$605	방어력	防禦強度(數值越低越強)
string	$606	성향	相性狀態 / 數值
string	$607	무게 상태	負重程度
string	$608	배부른 상태	飽食程度
string	$609	낮/밤 시간	日夜狀態 / 時間
string	$610	생명치 : (현재 수치)/(최대 수치)	　　　體力計量表　　(目前血量/最高血量)
string	$611	마나치 : (현재 수치)/(최대 수치)	　　　魔力計量表　　(目前魔力/最高魔力)
string	$612	아이템/마법 단축키 : F1 - F3 단축키 세트 변경, F5 - F12 단축키 사용	道具/魔法 熱鍵設定 任意設定F5~F12鍵 快速使用該物件
string	$613	도움말 (CTRL-H)	遊戲說明
string	$614	상태 (CTRL-A)	角色狀態
string	$615	마법 (CTRL-S)	魔法視窗
string	$616	아이템 (TAB, CTRL-I)	道具視窗
string	$617	커뮤니티 (CTRL-C)	人際關係
string	$618	옵션 (CTRL-V)	功能選項
string	$619	나가기 (CTRL-Q)	離開遊戲
string	$620	고객의 계정은 인터넷뱅킹 도용 신고로 인해서 사용이 중단되었습니다. 리니지 고객센터(1566-6600)로 문의해 보시기 바랍니다.	使用者帳號因網路銀行的帳號被盜用，而被停止使用。請洽天堂帳號處理部門(0800-031-500)。
string	$621	고객의 계정은 1년 동안 한번도 접속하지 않은 계정으로 고객 약관에 의거하여 곧 삭제할 예정입니다. 계정을 다시 사용하시기 위해서는 본인을 증명할 수 있는 주민등록 등본을 Fax(02-556-6206)로 보내주시기 바랍니다. Fax 를 보내실때는 계정과 사연도 간단하게 적어서 같이 보내주시기 바랍니다. Fax를 받아서 처리하기 전에 삭제 작업이 이미 이루어진 경우에는 이를 복구하지 않습니다.	使用者的服務帳號在一年之間沒有任何上線紀錄時，根據同意書該使用者之服務帳號將會被刪除。若要再次使用，請您把可證明您身分之證件傳真到本公司，包括您的服務帳號與相關事宜。收到傳真之前，本公司不會復原您的服務帳號。
string	$622	설문	調查
string	$623	아이템 확보에 실패하였습니다.	道具取得失敗。
string	$624	\fZ%s\f>를 삭제 중입니다.<BR>삭제까지 \fZ%d\f>초 남았습니다.<BR>30레벨 이상 캐릭터는 10초 후<BR>삭제대기 상태로 들어갑니다.<BR>중단하시려면 Cancel버튼을 눌러 주세요.	若要中斷刪除 \fZ%s\f>角色，請按下取消鍵。	刪除時間剩餘 \fZ%d\f>秒。	5級以上的角色將進入七天等待時間。
string	$625	이동할 포탈을 클릭해 주세요.	請選擇要傳送的入口。
string	$626	이 위치에서는 그곳으로 이동할 수 없습니다.	因太遠以致於無法傳送到你要去的地方。
string	$627	그곳은 이동할 수 있는 곳이 아닙니다.	因你要去的地方有障礙物以致於無法直接傳送到該處。
string	$628	고객의 계정은 1년 동안 한번도 접속하지 않은 계정으로 고객 약관에 의거하여 곧 삭제할 예정입니다. 계정을 다시 사용하시기 위해서는 본인을 증명할 수 있는 주민등록 등본을 Fax(02-556-6206)로 보내주시기 바랍니다. Fax 를 보내실때는 계정과 사연도 간단하게 적어서 같이 보내주시기 바랍니다. Fax를 받아서 처리하기 전에 삭제 작업이 이미 이루어진 경우에는 이를 복구하지 않습니다.	您的帳號一年內未上線將會刪除。為了能再使用該帳號，必須將能證明本人身分的身分證明文件影印本Fax至(02)8226-9936 。傳真時，請詳細的寫下帳號和您的需求。若收到傳真之前已被刪除的話將無法回復。
string	$629	SMS 전송 서비스를 사용하실 수 없습니다. 자세한 사항은 리니지 모바일 웹에서 확인하십시오.	您無法使用天堂簡訊服務。欲知詳細原因，請至sms.gamania.com 網頁上確認。
string	$630	%0%s 당신과 결투를 원합니다. 응하시겠습니까? (Y/N)	%0%s 要與你決鬥。你是否同意？(Y/N)
string	$631	%0%d 당신과의 결투를 거절하였습니다.	%0%d 拒絕了與你的決鬥。
string	$632	%0와의 결투를 시작합니다.	與%0開始決鬥。
string	$633	\f1당신은 이미 결투중입니다.	\f1你已經與其他人決鬥中。
string	$634	\f1그는 이미 결투중입니다.	\f11對方已經與其他人決鬥中。
string	$635	음악을 초기화하는데 실패했습니다.	音樂啟始失敗。
string	$636	사운드를 초기화하는데 실패했습니다.	音效啟始失敗。
string	$637	당신이 지옥에서 지내야할 시간은 %0 초 남았습니다.	你必須在此地停留 %0 秒。
string	$638	%0%o 잃었습니다.	您損失了 %0。
string	$639	%s의 공성전이 시작되었습니다.	%s的攻城戰開始。
string	$640	%s의 공성전이 끝났습니다.	%s的攻城戰結束。
string	$641	%s의 공성전이 진행중입니다.	%s的攻城戰正在進行中。
string	$642	성에 대한 주도권을 장악했습니다.	已掌握了城堡的主導權。
string	$643	성을 차지했습니다.	已佔領城堡。
string	$644	결투	決鬥
string	$645	%s가(이) 결투를 받아들였습니다. 결투가 시작되었습니다.	%s接受決鬥。開始決鬥。
string	$646	결투가 끝났습니다.	結束決鬥。
string	$647	주변의 에너지가 순간 이동을 방해하고 있습니다. 여기에서 순간 이동은 사용할 수 없습니다.	這附近的能量影響到瞬間移動。在此地無法使用瞬間移動。
string	$648	SMS를 발송하지 못하였습니다.	您沒有發送出任何簡訊。
string	$649	총 %d건의 SMS를 발송 하였습니다.	您共發出 %d 通天堂簡訊。
string	$650	문자	簡訊服務
string	$651	\f1가입한 혈맹이 없습니다.	\f1你必須有血盟才能夠發血盟簡訊。
string	$652	\f1이 반지에 의해 맺어진 커플이 아직 없습니다.	\f1你的結婚戒指沒有和其他人配對，請先找到對象再連上戒指。
string	$653	이혼을 하면 당신의 결혼반지가 사라집니다. 정말로 이혼하시겠습니까? (Y/N)	若你離婚，你的結婚戒指將會消失。你決定要離婚嗎? (Y/N)
string	$654	%0%s 당신에게 청혼을 하였습니다. %0과(와) 결혼하시겠습니까? (Y/N)	%0 向你(妳)求婚，你(妳)答應嗎?
string	$655	축하합니다! %0%s 당신의 청혼을 승낙하였습니다.	恭喜!! %0 已接受你(妳)的求婚。
string	$656	%0%s 당신의 청혼을 거절하였습니다.	%0 拒絕你(妳)的求婚。
string	$657	\f1당신은 이미 결혼한 상태입니다!	\f1你(妳)己經結婚。
string	$658	\f1당신이 청혼한 사람은 이미 결혼한 상태입니다.	\f1你(妳)的對象已經結婚了。
string	$659	\f1당신은 결혼반지를 가지고 있지 않습니다.	\f1你(妳)沒有結婚戒指。
string	$660	\f1당신이 청혼한 사람은 결혼반지를 가지고 있지 않습니다.	\f1你(妳)的對象沒有結婚戒指。
string	$661	\f1동성간의 결혼은 금지되어 있습니다.	\f1結婚對象性別必須和您不同。
string	$662	\f1당신은 현재 결혼한 상태가 아닙니다.	\f1你(妳)目前未婚。
string	$663	고객의 계정은 고객의 요청에 의해서 사용이 중단되었습니다. 계정을 다시 사용하시기 위해서는 본인을 증명할 수 있는 주민등록 등본을 Fax(02-556-6206) 로 보내주시기 바랍니다. Fax 를 보내실때는 계정과 사연도 간단하게 적어서 같이 보내주시기 바랍니다.	由顧客的要求而被停用顧客的帳號。為了再度使用帳號，必須將能證明本人身分的身份證影印本請至 Fax(852-2836-5366)。傳送Fax的時候，請簡單的寫下帳號和內容。
string	$664	아이템을 직접 줄 수 없습니다. 교환창을 이용하세요.	不能直接給予道具，請使用交易視窗。
string	$665	\f1성이나 아지트를 소유한 상태에서는 혈맹을 해산할 수 없습니다.	\f1擁有城堡與血盟小屋的狀態下無法解散血盟。
string	$666	%0%s 야생화 되었습니다.	%0%s 變成野生的。
string	$667	%0%s 죽어서 사라졌습니다.	%0%s 死亡後消失了。
string	$668	정말로 \fQ"%s"\f>을(를) 없애겠습니까? (Y/N)	真的要把 \fQ"%s"\f> 刪除嗎? (Y/N)
string	$669	혈맹을 소유한 군주를 삭제할 수 없습니다. 삭제하시려면 혈맹을 해체하셔야 합니다.	擁有血盟的王子/公主無法刪除角色，若要刪除請先解散血盟。
string	$670	           ***** 캐릭터는 또 다른 나입니다. *****	*****請大家共同努力維護遊戲健全文化*****
string	$671	전체 채팅을 %0일 동안 할 수 없습니다.	你在 %0 天之內將無法使用公用頻道功能
string	$672	이 아이템은 %d레벨 이상이 되어야 사용할 수 있습니다.	等級%d以上才可使用此道具。
string	$673	이 아이템은 %d레벨 이하일 때만 사용할 수 있습니다.	等級%d以下才能使用此道具。
string	$674	영혼이 깨끗해지는 것을 느낍니다.	感覺到靈魂變清純。
string	$675	2개 이상의 아이템은 버릴 수 없습니다.	無法丟2個以上的道具。
string	$676	\f1기억할 수 있는 최대 한도에 도달했습니다.	\f1擁有太多座標記憶點。
string	$677	http://www.lineagechina.com	http://www.lineagechina.com
string	$678	몸에 깃들어 있던 정령의 힘이 공기 속으로 녹아들어가는 것을 느꼈습니다.	感覺到在身上有的精靈力量被空氣中融化。
string	$679	몸 구석구석으로 %s의 기운이 스며들어옵니다.	忽然全身充滿了%s的靈力。
string	$680	불	火
string	$681	물	水
string	$682	바람	風
string	$683	땅	地
string	$684	계열이 달라 배울 수 없습니다.	屬性系列不同無法學習。
string	$685	당신의 무기에 성스러운 기운이 깃듭니다.	你的武器吸收神聖的氣。
string	$686	지니고 있는 짐들이 가볍게 느껴집니다.	感覺到行李變輕。
string	$687	어디선가 당신의 속성을 살피고 있습니다.	某處在探查你的屬性。
string	$688	강력한 마법의 방어막이 당신을 감쌉니다.	強力的魔法防禦力圍繞你。
string	$689	고요한 대기 속에서 마력이 모여듭니다.	在安靜的大氣中魔力聚集。
string	$690	마력이 이동하는 것을 느낍니다.	感覺到魔力的轉移。
string	$691	주위가 암흑 속에 잠깁니다.	四周忽然黑暗。
string	$692	몸에서 힘이 빠지는 것을 느낍니다.	感覺到身上的力量減少。
string	$693	당신의 무기에 축복이 깃듭니다.	在你的武器上被祝福了。
string	$694	마법의 함정이 설치되었습니다.	設置魔法的陷阱。
string	$695	온 몸의 힘이 빠져나가는 것을 느낍니다.	感覺到全身的力量減少。
string	$696	사방에 생명의 기운이 충만해지는 것을 느낍니다.	感覺到在四周充滿生命之氣。
string	$697	공기가 변화하며 마력이 차단되는 느낌을 받습니다.	感覺到空氣有變化，魔力被斷絕。
string	$698	목이 막히며 아무 것도 마실 수가 없습니다.	喉嚨灼熱，無法喝東西。
string	$699	눈이 밝아지며 먼 곳의 풍경이 떠오릅니다.	眼睛慢慢變亮，漸漸看到四周。
string	$700	주위에 절대적인 방어막이 생겨났습니다.	在周圍產生絕對的防禦力。
string	$701	마법에 대한 저항력이 높아졌습니다.	提高對魔法的抵抗力。
string	$702	고통 속에서 정신이 맑아지는 느낌이 듭니다.	在一陣痛苦中，感到精神甦醒。
string	$703	머리 속이 맑아지며 마력이 충만해집니다.	思緒變清涼，逐漸充滿魔力。
string	$704	정령의 힘에 대한 저항력이 높아졌습니다.	提高對精靈力量的抵抗力。
string	$705	심한 고통 속에서 정신이 매우 맑아지는 느낌이 듭니다.	在極大的痛苦中，感到精神甦醒。
string	$706	특정 정령에 대한 강한 저항력을 얻었습니다.	得到對特定精靈屬性的抵抗力。
string	$707	당신의 무기에 불꽃이 휘감깁니다.	在你的武器上纏繞火花。
string	$708	당신의 활을 바람이 감쌉니다.	風圍繞在你的弓。
string	$709	다리가 바람처럼 빠르게 움직입니다.	腿像風一樣快。
string	$710	대지의 기운이 당신을 감쌉니다.	大地之氣圍繞你。
string	$711	덩굴에 얽힌 것처럼 다리가 잘 움직이지 않습니다.	像被線綁住一樣行走困難。
